construct_id	UPt28_S3_trimmed53_len_filtered_counts
ALK_chr2_29541171__MET_chr7_116339123	340
ALK_chr2_29541171__MET_chr7_116340207	507
ALK_chr2_29541171__MLH1_chr3_37045912	54
ALK_chr2_29541171__MSH6_chr2_48018111	753
ALK_chr2_29541171__MSH6_chr2_48018154	122
ALK_chr2_29541171__NF1_chr17_29422308	685
ALK_chr2_29541171__NF1_chr17_29483038	480
ALK_chr2_29541171__NF1_chr17_29483039	64
ALK_chr2_29541171__NonTargetingControlGuideForHuman0352	335
ALK_chr2_29541171__PARP1_chr1_226578249	1292
ALK_chr2_29541171__PARP1_chr1_226595581	26
ALK_chr2_29541171__PBRM1_chr3_52696257	44
ALK_chr2_29541171__PBRM1_chr3_52713723	241
ALK_chr2_29541171__PDGFRA_chr4_55124932	76
ALK_chr2_29541171__PDGFRA_chr4_55124963	1086
ALK_chr2_29541171__PIK3CA_chr3_178919167	238
ALK_chr2_29541171__PRKDC_chr8_48686398	478
ALK_chr2_29541171__PTEN_chr10_89653786	166
ALK_chr2_29541171__ROR1_chr1_64240143	84
ALK_chr2_29541171__RPS6KB1_chr17_57987949	461
ALK_chr2_29541171__RRM2_chr2_10262940	376
ALK_chr2_29541171__RRM2_chr2_10262957	150
ALK_chr2_29541171__RUNX1_chr21_36252902	437
ALK_chr2_29541171__RUNX1_chr21_36421144	102
ALK_chr2_29541171__SETD2_chr3_47142951	45
ALK_chr2_29541171__SETD2_chr3_47205411	117
ALK_chr2_29541171__SMAD4_chr18_48586241	234
ALK_chr2_29541171__SMARCA4_chr19_11094851	387
ALK_chr2_29541171__SMARCB1_chr22_24133949	694
ALK_chr2_29541171__SMARCB1_chr22_24133993	61
ALK_chr2_29541171__SMO_chr7_128828974	1177
ALK_chr2_29541171__SMO_chr7_128845117	279
ALK_chr2_29541171__SRC_chr20_36014563	343
ALK_chr2_29541171__SRC_chr20_36022600	450
ALK_chr2_29541171__TOP1_chr20_39657693	493
ALK_chr2_29541171__TOP1_chr20_39690055	39
ALK_chr2_29541171__TOP1_chr20_39690109	16
ALK_chr2_29541171__TP53_chr17_7578373	47
ALK_chr2_29541171__TSC1_chr9_135796748	545
ALK_chr2_29541171__TSC1_chr9_135804256	78
ALK_chr2_29541171__TYMS_chr18_657730	218
ALK_chr2_29541171__TYMS_chr18_659665	629
ALK_chr2_29541171__VEGFA_chr6_43742077	312
ALK_chr2_29541171__VHL_chr3_10183773	1075
ALK_chr2_29541171__WEE1_chr11_9595845	81
ALK_chr2_29541172__ABL1_chr9_133738356	1270
ALK_chr2_29541172__ADA_chr20_43257769	914
ALK_chr2_29541172__AKT1_chr14_105239609	209
ALK_chr2_29541172__AKT1_chr14_105239686	1506
ALK_chr2_29541172__APC_chr5_112043408	587
ALK_chr2_29541172__APC_chr5_112102023	112
ALK_chr2_29541172__APC_chr5_112102933	503
ALK_chr2_29541172__ARID1A_chr1_27022876	157
ALK_chr2_29541172__ARID1A_chr1_27056288	350
ALK_chr2_29541172__ARID2_chr12_46123614	575
ALK_chr2_29541172__ATM_chr11_108098350	7306
ALK_chr2_29541172__ATM_chr11_108098390	756
ALK_chr2_29541172__ATM_chr11_108098402	27
ALK_chr2_29541172__BCL2_chr18_60795945	209
ALK_chr2_29541172__BCL2_chr18_60985877	1156
ALK_chr2_29541172__BRAF_chr7_140508787	2760
ALK_chr2_29541172__BRAF_chr7_140534469	936
ALK_chr2_29541172__BRCA1_chr17_41267735	225
ALK_chr2_29541172__BRD4_chr19_15376361	376
ALK_chr2_29541172__BRD4_chr19_15376403	418
ALK_chr2_29541172__BTK_chrX_100629565	167
ALK_chr2_29541172__CASP8_chr2_202123033	357
ALK_chr2_29541172__CASP8_chr2_202131404	388
ALK_chr2_29541172__CASP8_chr2_202134297	2874
ALK_chr2_29541172__CDK6_chr7_92244474	843
ALK_chr2_29541172__CDK9_chr9_130548998	221
ALK_chr2_29541172__CDK9_chr9_130550235	279
ALK_chr2_29541172__CDKN2A_chr9_21994327	604
ALK_chr2_29541172__CHEK1_chr11_125496687	35
ALK_chr2_29541172__CHEK1_chr11_125499147	300
ALK_chr2_29541172__CHEK2_chr22_29085137	380
ALK_chr2_29541172__CHEK2_chr22_29130694	750
ALK_chr2_29541172__DHFR_chr5_79950216	1164
ALK_chr2_29541172__DHFR_chr5_79950217	531
ALK_chr2_29541172__EGFR_chr7_55209986	337
ALK_chr2_29541172__EGFR_chr7_55209992	214
ALK_chr2_29541172__ERBB2_chr17_37868221	589
ALK_chr2_29541172__ERBB2_chr17_37868292	109
ALK_chr2_29541172__FGFR2_chr10_123298118	1002
ALK_chr2_29541172__FGFR2_chr10_123353328	1336
ALK_chr2_29541172__FGFR3_chr4_1795655	631
ALK_chr2_29541172__FGFR3_chr4_1795735	688
ALK_chr2_29541172__FGFR3_chr4_1795736	561
ALK_chr2_29541172__FLT3_chr13_28636131	567
ALK_chr2_29541172__FLT3_chr13_28674643	1963
ALK_chr2_29541172__FNTA_chr8_42911471	292
ALK_chr2_29541172__FNTA_chr8_42914260	94
ALK_chr2_29541172__FNTA_chr8_42924781	512
ALK_chr2_29541172__GATA3_chr10_8097722	200
ALK_chr2_29541172__HDAC1_chr1_32757816	1748
ALK_chr2_29541172__HDAC1_chr1_32792637	156
ALK_chr2_29541172__HDAC2_chr6_114266539	546
ALK_chr2_29541172__HDAC2_chr6_114267214	574
ALK_chr2_29541172__HDAC2_chr6_114292056	723
ALK_chr2_29541172__HDAC6_chrX_48661089	162
ALK_chr2_29541172__HDAC6_chrX_48674389	2542
ALK_chr2_29541172__HSP90AA1_chr14_102552141	87
ALK_chr2_29541172__HSP90AA1_chr14_102605736	822
ALK_chr2_29541172__IGF1R_chr15_99434664	216
ALK_chr2_29541172__IGF1R_chr15_99434807	508
ALK_chr2_29541172__JAK2_chr9_5050721	1192
ALK_chr2_29541172__JAK2_chr9_5050816	716
ALK_chr2_29541172__KDM5C_chrX_53241021	440
ALK_chr2_29541172__KDM5C_chrX_53254068	862
ALK_chr2_29541172__KDM6A_chrX_44820615	80
ALK_chr2_29541172__KIT_chr4_55524164	590
ALK_chr2_29541172__KIT_chr4_55524176	295
ALK_chr2_29541172__KIT_chr4_55524229	315
ALK_chr2_29541172__KMT2D_chr12_49448161	598
ALK_chr2_29541172__KMT2D_chr12_49448168	591
ALK_chr2_29541172__MAP2K1_chr15_66679728	791
ALK_chr2_29541172__MAP3K1_chr5_56111382	38
ALK_chr2_29541172__MAP3K1_chr5_56152485	162
ALK_chr2_29541172__MET_chr7_116340207	1933
ALK_chr2_29541172__MLH1_chr3_37038179	696
ALK_chr2_29541172__MSH6_chr2_48018154	506
ALK_chr2_29541172__MTOR_chr1_11317010	975
ALK_chr2_29541172__NF1_chr17_29483038	510
ALK_chr2_29541172__NF1_chr17_29483039	788
ALK_chr2_29541172__NonTargetingControlGuideForHuman0362	746
ALK_chr2_29541172__NonTargetingControlGuideForHuman0412	196
ALK_chr2_29541172__PARP1_chr1_226578249	842
ALK_chr2_29541172__PARP1_chr1_226578301	415
ALK_chr2_29541172__PBRM1_chr3_52696257	556
ALK_chr2_29541172__PBRM1_chr3_52702516	586
ALK_chr2_29541172__PBRM1_chr3_52713723	128
ALK_chr2_29541172__PDGFRA_chr4_55124932	227
ALK_chr2_29541172__PIK3CA_chr3_178916614	689
ALK_chr2_29541172__PIK3CA_chr3_178919167	706
ALK_chr2_29541172__PIK3R1_chr5_67576421	124
ALK_chr2_29541172__PRKDC_chr8_48686398	580
ALK_chr2_29541172__PTEN_chr10_89711868	354
ALK_chr2_29541172__ROR1_chr1_64240072	1251
ALK_chr2_29541172__RPS6KB1_chr17_57970538	374
ALK_chr2_29541172__RPS6KB1_chr17_57987922	410
ALK_chr2_29541172__RPS6KB1_chr17_57987949	418
ALK_chr2_29541172__RUNX1_chr21_36252860	1193
ALK_chr2_29541172__RUNX1_chr21_36421144	525
ALK_chr2_29541172__SETD2_chr3_47142951	171
ALK_chr2_29541172__SETD2_chr3_47142972	145
ALK_chr2_29541172__SETD2_chr3_47205411	1166
ALK_chr2_29541172__SMAD4_chr18_48573460	52
ALK_chr2_29541172__SMAD4_chr18_48575673	572
ALK_chr2_29541172__SMARCA4_chr19_11094819	1361
ALK_chr2_29541172__SMARCB1_chr22_24129339	733
ALK_chr2_29541172__SMARCB1_chr22_24133949	390
ALK_chr2_29541172__SMARCB1_chr22_24133993	1480
ALK_chr2_29541172__SRC_chr20_36022600	1549
ALK_chr2_29541172__TOP1_chr20_39657693	89
ALK_chr2_29541172__TOP1_chr20_39690055	134
ALK_chr2_29541172__TOP1_chr20_39690109	447
ALK_chr2_29541172__TSC1_chr9_135804256	111
ALK_chr2_29541172__TYMS_chr18_659665	1761
ALK_chr2_29541172__VEGFA_chr6_43738425	357
ALK_chr2_29541172__VEGFA_chr6_43742108	175
ALK_chr2_29541172__VHL_chr3_10183518	136
ALK_chr2_29541172__WEE1_chr11_9595845	1053
ALK_chr2_30143522__ABL1_chr9_133738356	254
ALK_chr2_30143522__ADA_chr20_43280245	96
ALK_chr2_30143522__APC_chr5_112102023	142
ALK_chr2_30143522__APC_chr5_112102933	282
ALK_chr2_30143522__ARID1A_chr1_27022876	539
ALK_chr2_30143522__ARID1A_chr1_27056286	897
ALK_chr2_30143522__ARID1A_chr1_27056288	113
ALK_chr2_30143522__ARID2_chr12_46123614	263
ALK_chr2_30143522__ARID2_chr12_46205318	1189
ALK_chr2_30143522__ATM_chr11_108098350	177
ALK_chr2_30143522__ATM_chr11_108098390	401
ALK_chr2_30143522__ATM_chr11_108098402	551
ALK_chr2_30143522__BCL2_chr18_60795945	1050
ALK_chr2_30143522__BCL2_chr18_60795960	550
ALK_chr2_30143522__BRAF_chr7_140508787	1956
ALK_chr2_30143522__BRAF_chr7_140534469	762
ALK_chr2_30143522__BRAF_chr7_140624501	208
ALK_chr2_30143522__BRCA1_chr17_41256141	290
ALK_chr2_30143522__BRCA2_chr13_32914228	168
ALK_chr2_30143522__BRD4_chr19_15376403	566
ALK_chr2_30143522__BRD4_chr19_15383894	176
ALK_chr2_30143522__BTK_chrX_100626613	584
ALK_chr2_30143522__BTK_chrX_100645534	259
ALK_chr2_30143522__CASP8_chr2_202123033	251
ALK_chr2_30143522__CASP8_chr2_202131404	676
ALK_chr2_30143522__CDK6_chr7_92244474	814
ALK_chr2_30143522__CDK6_chr7_92252365	1129
ALK_chr2_30143522__CDK6_chr7_92462628	37
ALK_chr2_30143522__CDK9_chr9_130550235	737
ALK_chr2_30143522__CDKN1B_chr12_12870777	32
ALK_chr2_30143522__CDKN2A_chr9_21968726	586
ALK_chr2_30143522__DHFR_chr5_79949819	254
ALK_chr2_30143522__DHFR_chr5_79950216	2009
ALK_chr2_30143522__EGFR_chr7_55086962	519
ALK_chr2_30143522__EGFR_chr7_55209992	347
ALK_chr2_30143522__ERBB2_chr17_37855800	941
ALK_chr2_30143522__ERBB2_chr17_37868292	165
ALK_chr2_30143522__FGFR3_chr4_1795735	811
ALK_chr2_30143522__FGFR3_chr4_1795736	454
ALK_chr2_30143522__FLT3_chr13_28636172	1674
ALK_chr2_30143522__FLT3_chr13_28674643	946
ALK_chr2_30143522__GATA3_chr10_8097612	151
ALK_chr2_30143522__GATA3_chr10_8097722	226
ALK_chr2_30143522__HDAC1_chr1_32757816	1992
ALK_chr2_30143522__HDAC1_chr1_32792637	775
ALK_chr2_30143522__HDAC2_chr6_114267214	125
ALK_chr2_30143522__HDAC2_chr6_114292056	58
ALK_chr2_30143522__HDAC6_chrX_48661385	2079
ALK_chr2_30143522__HSP90AA1_chr14_102605736	1058
ALK_chr2_30143522__IGF1R_chr15_99192824	540
ALK_chr2_30143522__JAK2_chr9_5021970	156
ALK_chr2_30143522__JAK2_chr9_5050721	328
ALK_chr2_30143522__JAK2_chr9_5050816	72
ALK_chr2_30143522__KDM5C_chrX_53254068	1360
ALK_chr2_30143522__KDM6A_chrX_44820616	142
ALK_chr2_30143522__KIT_chr4_55524176	107
ALK_chr2_30143522__MAP2K1_chr15_66679721	326
ALK_chr2_30143522__MAP2K1_chr15_66679728	786
ALK_chr2_30143522__MAP2K1_chr15_66679756	493
ALK_chr2_30143522__MAP3K1_chr5_56152466	203
ALK_chr2_30143522__MAP3K1_chr5_56152485	2107
ALK_chr2_30143522__MET_chr7_116339123	88
ALK_chr2_30143522__MET_chr7_116340188	946
ALK_chr2_30143522__MSH6_chr2_48018111	470
ALK_chr2_30143522__MTOR_chr1_11317149	545
ALK_chr2_30143522__MTOR_chr1_11319459	1949
ALK_chr2_30143522__NF1_chr17_29483038	1726
ALK_chr2_30143522__NonTargetingControlGuideForHuman0362	599
ALK_chr2_30143522__NonTargetingControlGuideForHuman0412	1683
ALK_chr2_30143522__PARP1_chr1_226578249	443
ALK_chr2_30143522__PARP1_chr1_226578301	254
ALK_chr2_30143522__PBRM1_chr3_52696257	1042
ALK_chr2_30143522__PBRM1_chr3_52702516	241
ALK_chr2_30143522__PBRM1_chr3_52713723	891
ALK_chr2_30143522__PDGFRA_chr4_55124932	363
ALK_chr2_30143522__PIK3CA_chr3_178916614	787
ALK_chr2_30143522__PIK3R1_chr5_67576410	871
ALK_chr2_30143522__PRKDC_chr8_48686398	915
ALK_chr2_30143522__PTEN_chr10_89711868	491
ALK_chr2_30143522__ROR1_chr1_64240089	1120
ALK_chr2_30143522__ROR1_chr1_64240143	1403
ALK_chr2_30143522__RPS6KB1_chr17_57987922	881
ALK_chr2_30143522__RRM2_chr2_10262728	91
ALK_chr2_30143522__RRM2_chr2_10262940	590
ALK_chr2_30143522__RRM2_chr2_10262957	603
ALK_chr2_30143522__SETD2_chr3_47142951	157
ALK_chr2_30143522__SETD2_chr3_47142972	900
ALK_chr2_30143522__SMAD4_chr18_48573460	635
ALK_chr2_30143522__SMAD4_chr18_48575673	191
ALK_chr2_30143522__SMARCA4_chr19_11094819	285
ALK_chr2_30143522__SMARCA4_chr19_11094851	591
ALK_chr2_30143522__SMARCA4_chr19_11095011	896
ALK_chr2_30143522__SMARCB1_chr22_24129339	187
ALK_chr2_30143522__SMARCB1_chr22_24133993	639
ALK_chr2_30143522__SMO_chr7_128828974	498
ALK_chr2_30143522__SMO_chr7_128845081	199
ALK_chr2_30143522__SRC_chr20_36014563	477
ALK_chr2_30143522__TOP1_chr20_39657693	54
ALK_chr2_30143522__TOP1_chr20_39690055	859
ALK_chr2_30143522__TOP1_chr20_39690109	606
ALK_chr2_30143522__TP53_chr17_7577537	1099
ALK_chr2_30143522__TP53_chr17_7579881	554
ALK_chr2_30143522__TYMS_chr18_657730	1094
ALK_chr2_30143522__TYMS_chr18_659656	237
ALK_chr2_30143522__TYMS_chr18_659665	424
ALK_chr2_30143522__VEGFA_chr6_43738425	84
ALK_chr2_30143522__VEGFA_chr6_43742108	298
ALK_chr2_30143522__VHL_chr3_10183518	674
ALK_chr2_30143522__VHL_chr3_10183773	222
ALK_chr2_30143522__WEE1_chr11_9595845	1658
APC_chr5_112043408__ABL1_chr9_133589790	443
APC_chr5_112043408__ABL1_chr9_133738283	593
APC_chr5_112043408__ADA_chr20_43257696	111
APC_chr5_112043408__ADA_chr20_43257769	294
APC_chr5_112043408__AKT1_chr14_105239686	682
APC_chr5_112043408__AKT1_chr14_105258968	91
APC_chr5_112043408__ALK_chr2_30143522	383
APC_chr5_112043408__ARID1A_chr1_27056286	139
APC_chr5_112043408__ARID1A_chr1_27056288	987
APC_chr5_112043408__ATM_chr11_108098402	198
APC_chr5_112043408__BCL2_chr18_60795945	770
APC_chr5_112043408__BCL2_chr18_60985877	496
APC_chr5_112043408__BRAF_chr7_140508787	1440
APC_chr5_112043408__BRAF_chr7_140624501	960
APC_chr5_112043408__BRCA1_chr17_41256141	153
APC_chr5_112043408__BRCA1_chr17_41267735	62
APC_chr5_112043408__BRCA1_chr17_41276018	586
APC_chr5_112043408__BRCA2_chr13_32890586	148
APC_chr5_112043408__BRCA2_chr13_32914228	202
APC_chr5_112043408__BTK_chrX_100626613	113
APC_chr5_112043408__BTK_chrX_100645534	372
APC_chr5_112043408__CASP8_chr2_202131404	582
APC_chr5_112043408__CDH1_chr16_68771300	1506
APC_chr5_112043408__CDH1_chr16_68772250	1239
APC_chr5_112043408__CDH1_chr16_68772255	675
APC_chr5_112043408__CDK4_chr12_58143253	884
APC_chr5_112043408__CDK4_chr12_58144705	550
APC_chr5_112043408__CDK6_chr7_92244474	276
APC_chr5_112043408__CDK6_chr7_92252365	551
APC_chr5_112043408__CDK9_chr9_130548409	869
APC_chr5_112043408__CHEK1_chr11_125496644	757
APC_chr5_112043408__CHEK1_chr11_125499147	123
APC_chr5_112043408__CHEK2_chr22_29085137	214
APC_chr5_112043408__CHEK2_chr22_29090029	135
APC_chr5_112043408__CHEK2_chr22_29130694	1573
APC_chr5_112043408__DHFR_chr5_79950216	1283
APC_chr5_112043408__DHFR_chr5_79950217	116
APC_chr5_112043408__EGFR_chr7_55209992	132
APC_chr5_112043408__ERBB2_chr17_37868221	407
APC_chr5_112043408__FGFR2_chr10_123298215	325
APC_chr5_112043408__FGFR2_chr10_123353328	668
APC_chr5_112043408__FGFR3_chr4_1795655	566
APC_chr5_112043408__FGFR3_chr4_1795735	1052
APC_chr5_112043408__FGFR3_chr4_1795736	578
APC_chr5_112043408__FLT3_chr13_28636131	1428
APC_chr5_112043408__FLT3_chr13_28674643	936
APC_chr5_112043408__FNTA_chr8_42914260	290
APC_chr5_112043408__FNTA_chr8_42924781	210
APC_chr5_112043408__GATA3_chr10_8097612	401
APC_chr5_112043408__HDAC6_chrX_48661089	241
APC_chr5_112043408__HDAC6_chrX_48661385	159
APC_chr5_112043408__HDAC6_chrX_48674389	495
APC_chr5_112043408__HSP90AA1_chr14_102551760	662
APC_chr5_112043408__HSP90AA1_chr14_102605736	3410
APC_chr5_112043408__IGF1R_chr15_99434664	653
APC_chr5_112043408__IGF1R_chr15_99434807	298
APC_chr5_112043408__JAK2_chr9_5021970	1005
APC_chr5_112043408__JAK2_chr9_5050721	97
APC_chr5_112043408__KDM5C_chrX_53241021	39
APC_chr5_112043408__KDM5C_chrX_53241022	487
APC_chr5_112043408__KDM6A_chrX_44732838	526
APC_chr5_112043408__KDM6A_chrX_44820615	383
APC_chr5_112043408__KDM6A_chrX_44820616	348
APC_chr5_112043408__KIT_chr4_55524164	419
APC_chr5_112043408__KMT2D_chr12_49448161	283
APC_chr5_112043408__KMT2D_chr12_49448168	2139
APC_chr5_112043408__MAP2K1_chr15_66679721	1165
APC_chr5_112043408__MAP2K1_chr15_66679728	1073
APC_chr5_112043408__MAP3K1_chr5_56111382	29
APC_chr5_112043408__MAP3K1_chr5_56152466	1087
APC_chr5_112043408__MAP3K1_chr5_56152485	1335
APC_chr5_112043408__MET_chr7_116339123	214
APC_chr5_112043408__MET_chr7_116340207	88
APC_chr5_112043408__MLH1_chr3_37035029	1473
APC_chr5_112043408__MLH1_chr3_37038179	1097
APC_chr5_112043408__MLH1_chr3_37045912	1102
APC_chr5_112043408__MSH6_chr2_48010356	111
APC_chr5_112043408__MTOR_chr1_11319459	1083
APC_chr5_112043408__NF1_chr17_29483038	235
APC_chr5_112043408__NF1_chr17_29483039	662
APC_chr5_112043408__NonTargetingControlGuideForHuman0352	1055
APC_chr5_112043408__PARP1_chr1_226578249	92
APC_chr5_112043408__PARP1_chr1_226595581	73
APC_chr5_112043408__PBRM1_chr3_52702516	2086
APC_chr5_112043408__PBRM1_chr3_52713723	571
APC_chr5_112043408__PDGFRA_chr4_55124932	727
APC_chr5_112043408__PIK3CA_chr3_178916614	654
APC_chr5_112043408__PIK3CA_chr3_178919167	919
APC_chr5_112043408__PIK3R1_chr5_67522521	189
APC_chr5_112043408__PIK3R1_chr5_67576421	68
APC_chr5_112043408__PRKDC_chr8_48686398	729
APC_chr5_112043408__PRKDC_chr8_48872683	700
APC_chr5_112043408__PTEN_chr10_89653786	790
APC_chr5_112043408__PTEN_chr10_89685297	108
APC_chr5_112043408__PTEN_chr10_89711868	137
APC_chr5_112043408__RB1_chr13_48936969	803
APC_chr5_112043408__ROR1_chr1_64240072	490
APC_chr5_112043408__RPS6KB1_chr17_57987922	282
APC_chr5_112043408__RRM2_chr2_10262940	664
APC_chr5_112043408__RUNX1_chr21_36252860	474
APC_chr5_112043408__RUNX1_chr21_36252902	628
APC_chr5_112043408__SETD2_chr3_47142972	423
APC_chr5_112043408__SETD2_chr3_47205411	993
APC_chr5_112043408__SMAD4_chr18_48575673	51
APC_chr5_112043408__SMARCB1_chr22_24129339	418
APC_chr5_112043408__SMARCB1_chr22_24133949	1513
APC_chr5_112043408__SMO_chr7_128845117	831
APC_chr5_112043408__TOP1_chr20_39690055	382
APC_chr5_112043408__TP53_chr17_7577537	931
APC_chr5_112043408__TP53_chr17_7578373	65
APC_chr5_112043408__TSC1_chr9_135796748	905
APC_chr5_112043408__TSC1_chr9_135796796	381
APC_chr5_112043408__TYMS_chr18_657730	707
APC_chr5_112043408__VEGFA_chr6_43742077	890
APC_chr5_112043408__VEGFA_chr6_43742108	781
APC_chr5_112043408__VHL_chr3_10183518	1510
APC_chr5_112102023__ABL1_chr9_133589790	104
APC_chr5_112102023__ABL1_chr9_133738283	53
APC_chr5_112102023__ADA_chr20_43257696	278
APC_chr5_112102023__ADA_chr20_43257769	1687
APC_chr5_112102023__AKT1_chr14_105239686	429
APC_chr5_112102023__ALK_chr2_29541171	363
APC_chr5_112102023__ARID1A_chr1_27056286	505
APC_chr5_112102023__ARID1A_chr1_27056288	78
APC_chr5_112102023__ARID2_chr12_46123614	42
APC_chr5_112102023__ARID2_chr12_46205318	193
APC_chr5_112102023__ATM_chr11_108098390	433
APC_chr5_112102023__ATM_chr11_108098402	15
APC_chr5_112102023__BCL2_chr18_60795945	58
APC_chr5_112102023__BCL2_chr18_60795960	61
APC_chr5_112102023__BCL2_chr18_60985877	55
APC_chr5_112102023__BRAF_chr7_140508787	770
APC_chr5_112102023__BRCA1_chr17_41267735	22
APC_chr5_112102023__BRCA2_chr13_32914228	309
APC_chr5_112102023__BRD4_chr19_15376403	372
APC_chr5_112102023__BTK_chrX_100629565	65
APC_chr5_112102023__CASP8_chr2_202134297	845
APC_chr5_112102023__CDH1_chr16_68772250	760
APC_chr5_112102023__CDH1_chr16_68772255	273
APC_chr5_112102023__CDK4_chr12_58144705	315
APC_chr5_112102023__CDK4_chr12_58145497	1017
APC_chr5_112102023__CDK6_chr7_92244474	800
APC_chr5_112102023__CDK6_chr7_92252365	1035
APC_chr5_112102023__CDK9_chr9_130548998	84
APC_chr5_112102023__CDK9_chr9_130550235	563
APC_chr5_112102023__CDKN1B_chr12_12870777	190
APC_chr5_112102023__CDKN1B_chr12_12870931	68
APC_chr5_112102023__CDKN1B_chr12_12871196	125
APC_chr5_112102023__CDKN2A_chr9_21968726	177
APC_chr5_112102023__CDKN2A_chr9_21994327	59
APC_chr5_112102023__CHEK1_chr11_125496644	761
APC_chr5_112102023__CHEK1_chr11_125499147	356
APC_chr5_112102023__CHEK2_chr22_29090029	474
APC_chr5_112102023__DHFR_chr5_79949819	29
APC_chr5_112102023__ERBB2_chr17_37855800	1035
APC_chr5_112102023__ERBB2_chr17_37868221	274
APC_chr5_112102023__FGFR2_chr10_123298118	931
APC_chr5_112102023__FGFR2_chr10_123298215	86
APC_chr5_112102023__FGFR3_chr4_1795735	653
APC_chr5_112102023__FGFR3_chr4_1795736	625
APC_chr5_112102023__FLT3_chr13_28636131	228
APC_chr5_112102023__FLT3_chr13_28674643	269
APC_chr5_112102023__FNTA_chr8_42911471	51
APC_chr5_112102023__FNTA_chr8_42914260	16
APC_chr5_112102023__FNTA_chr8_42924781	39
APC_chr5_112102023__GATA3_chr10_8097722	325
APC_chr5_112102023__HDAC1_chr1_32757816	320
APC_chr5_112102023__HDAC1_chr1_32792637	997
APC_chr5_112102023__HDAC2_chr6_114266539	452
APC_chr5_112102023__HDAC6_chrX_48674389	204
APC_chr5_112102023__HSP90AA1_chr14_102552141	238
APC_chr5_112102023__HSP90AA1_chr14_102605736	533
APC_chr5_112102023__IGF1R_chr15_99434664	46
APC_chr5_112102023__JAK2_chr9_5021970	249
APC_chr5_112102023__JAK2_chr9_5050721	416
APC_chr5_112102023__JAK2_chr9_5050816	63
APC_chr5_112102023__KDM5C_chrX_53241022	1877
APC_chr5_112102023__KDM6A_chrX_44820615	953
APC_chr5_112102023__KIT_chr4_55524164	708
APC_chr5_112102023__KIT_chr4_55524229	502
APC_chr5_112102023__MAP2K1_chr15_66679721	244
APC_chr5_112102023__MAP2K1_chr15_66679728	140
APC_chr5_112102023__MAP2K1_chr15_66679756	208
APC_chr5_112102023__MAP3K1_chr5_56111382	22
APC_chr5_112102023__MET_chr7_116339123	101
APC_chr5_112102023__MET_chr7_116340207	55
APC_chr5_112102023__MSH6_chr2_48018111	290
APC_chr5_112102023__MTOR_chr1_11317149	181
APC_chr5_112102023__MTOR_chr1_11319459	74
APC_chr5_112102023__NF1_chr17_29483038	581
APC_chr5_112102023__NF1_chr17_29483039	308
APC_chr5_112102023__NonTargetingControlGuideForHuman0352	1104
APC_chr5_112102023__PARP1_chr1_226578249	190
APC_chr5_112102023__PARP1_chr1_226578301	489
APC_chr5_112102023__PBRM1_chr3_52696257	42
APC_chr5_112102023__PDGFRA_chr4_55124932	168
APC_chr5_112102023__PDGFRA_chr4_55129914	43
APC_chr5_112102023__PIK3CA_chr3_178916614	126
APC_chr5_112102023__PIK3CA_chr3_178919167	173
APC_chr5_112102023__PRKDC_chr8_48686398	66
APC_chr5_112102023__PTEN_chr10_89685297	242
APC_chr5_112102023__ROR1_chr1_64240143	571
APC_chr5_112102023__RPS6KB1_chr17_57987922	40
APC_chr5_112102023__RPS6KB1_chr17_57987949	570
APC_chr5_112102023__RRM2_chr2_10262957	45
APC_chr5_112102023__RUNX1_chr21_36252902	169
APC_chr5_112102023__SETD2_chr3_47142951	64
APC_chr5_112102023__SETD2_chr3_47142972	278
APC_chr5_112102023__SETD2_chr3_47205411	380
APC_chr5_112102023__SMAD4_chr18_48586241	95
APC_chr5_112102023__SMARCA4_chr19_11094819	236
APC_chr5_112102023__SMARCA4_chr19_11094851	469
APC_chr5_112102023__SMARCA4_chr19_11095011	103
APC_chr5_112102023__SMARCB1_chr22_24129339	804
APC_chr5_112102023__SMARCB1_chr22_24133949	60
APC_chr5_112102023__SMARCB1_chr22_24133993	579
APC_chr5_112102023__SMO_chr7_128845117	33
APC_chr5_112102023__SRC_chr20_36014563	847
APC_chr5_112102023__SRC_chr20_36022600	187
APC_chr5_112102023__TOP1_chr20_39690055	269
APC_chr5_112102023__TP53_chr17_7577537	549
APC_chr5_112102023__TP53_chr17_7578373	46
APC_chr5_112102023__TSC1_chr9_135804256	160
APC_chr5_112102023__TYMS_chr18_657730	1024
APC_chr5_112102023__TYMS_chr18_659665	142
APC_chr5_112102023__VEGFA_chr6_43742077	110
APC_chr5_112102023__VHL_chr3_10183518	1305
APC_chr5_112102023__VHL_chr3_10183773	631
APC_chr5_112102023__WEE1_chr11_9595542	406
APC_chr5_112102933__ABL1_chr9_133589790	30
APC_chr5_112102933__ABL1_chr9_133738356	64
APC_chr5_112102933__ADA_chr20_43257696	185
APC_chr5_112102933__AKT1_chr14_105239686	283
APC_chr5_112102933__AKT1_chr14_105258968	539
APC_chr5_112102933__ARID1A_chr1_27022876	74
APC_chr5_112102933__ARID2_chr12_46123614	57
APC_chr5_112102933__ARID2_chr12_46254608	88
APC_chr5_112102933__ATM_chr11_108098350	254
APC_chr5_112102933__ATM_chr11_108098390	1053
APC_chr5_112102933__BCL2_chr18_60795945	181
APC_chr5_112102933__BCL2_chr18_60795960	35
APC_chr5_112102933__BRAF_chr7_140508787	261
