construct_id	CRV4_plasmid_S8_trimmed53_len_filtered_counts
CDK4_chr12_58143253__ABL1_chr9_133738356	115
CDK4_chr12_58143253__ADA_chr20_43257769	471
CDK4_chr12_58143253__ADA_chr20_43280245	443
CDK4_chr12_58143253__AKT1_chr14_105239686	359
CDK4_chr12_58143253__AKT1_chr14_105258968	1026
CDK4_chr12_58143253__ALK_chr2_29541172	331
CDK4_chr12_58143253__ALK_chr2_30143522	789
CDK4_chr12_58143253__ATM_chr11_108098390	527
CDK4_chr12_58143253__ATM_chr11_108098402	417
CDK4_chr12_58143253__BCL2_chr18_60985877	452
CDK4_chr12_58143253__BRAF_chr7_140534469	565
CDK4_chr12_58143253__BRAF_chr7_140624501	411
CDK4_chr12_58143253__BRD4_chr19_15376403	563
CDK4_chr12_58143253__BRD4_chr19_15383894	743
CDK4_chr12_58143253__BTK_chrX_100645534	251
CDK4_chr12_58143253__CDK9_chr9_130548409	430
CDK4_chr12_58143253__CDK9_chr9_130548998	843
CDK4_chr12_58143253__CDK9_chr9_130550235	460
CDK4_chr12_58143253__CHEK1_chr11_125499147	779
CDK4_chr12_58143253__CHEK2_chr22_29130694	349
CDK4_chr12_58143253__DHFR_chr5_79950216	378
CDK4_chr12_58143253__DHFR_chr5_79950217	437
CDK4_chr12_58143253__EGFR_chr7_55209992	257
CDK4_chr12_58143253__ERBB2_chr17_37855800	297
CDK4_chr12_58143253__ERBB2_chr17_37868292	644
CDK4_chr12_58143253__FGFR2_chr10_123298118	631
CDK4_chr12_58143253__FGFR2_chr10_123353328	599
CDK4_chr12_58143253__FGFR3_chr4_1795655	934
CDK4_chr12_58143253__FGFR3_chr4_1795736	1152
CDK4_chr12_58143253__FLT3_chr13_28674643	602
CDK4_chr12_58143253__FNTA_chr8_42911471	1150
CDK4_chr12_58143253__FNTA_chr8_42914260	498
CDK4_chr12_58143253__FNTA_chr8_42924781	451
CDK4_chr12_58143253__HDAC1_chr1_32757816	671
CDK4_chr12_58143253__HDAC1_chr1_32792637	549
CDK4_chr12_58143253__HDAC2_chr6_114266539	604
CDK4_chr12_58143253__HDAC2_chr6_114292056	697
CDK4_chr12_58143253__HSP90AA1_chr14_102552141	701
CDK4_chr12_58143253__IGF1R_chr15_99192824	567
CDK4_chr12_58143253__IGF1R_chr15_99434664	503
CDK4_chr12_58143253__JAK2_chr9_5021970	318
CDK4_chr12_58143253__JAK2_chr9_5050721	1136
CDK4_chr12_58143253__KIT_chr4_55524164	476
CDK4_chr12_58143253__KIT_chr4_55524176	461
CDK4_chr12_58143253__KIT_chr4_55524229	685
CDK4_chr12_58143253__MAP2K1_chr15_66679721	481
CDK4_chr12_58143253__NonTargetingControlGuideForHuman0352	418
CDK4_chr12_58143253__PARP1_chr1_226578249	681
CDK4_chr12_58143253__PARP1_chr1_226578301	576
CDK4_chr12_58143253__PRKDC_chr8_48686398	606
CDK4_chr12_58143253__ROR1_chr1_64240089	522
CDK4_chr12_58143253__ROR1_chr1_64240143	1200
CDK4_chr12_58143253__RPS6KB1_chr17_57987922	366
CDK4_chr12_58143253__RPS6KB1_chr17_57987949	534
CDK4_chr12_58143253__RRM2_chr2_10262728	724
CDK4_chr12_58143253__RRM2_chr2_10262940	622
CDK4_chr12_58143253__SRC_chr20_36014563	750
CDK4_chr12_58143253__TOP1_chr20_39690055	1246
CDK4_chr12_58143253__TYMS_chr18_657730	784
CDK4_chr12_58143253__TYMS_chr18_659656	306
CDK4_chr12_58143253__VEGFA_chr6_43738425	501
CDK4_chr12_58143253__WEE1_chr11_9595845	357
CDK4_chr12_58144705__ABL1_chr9_133589790	640
CDK4_chr12_58144705__ABL1_chr9_133738283	743
CDK4_chr12_58144705__ADA_chr20_43280245	581
CDK4_chr12_58144705__AKT1_chr14_105258968	893
CDK4_chr12_58144705__ALK_chr2_29541172	688
CDK4_chr12_58144705__ALK_chr2_30143522	729
CDK4_chr12_58144705__ATM_chr11_108098390	663
CDK4_chr12_58144705__BCL2_chr18_60795945	925
CDK4_chr12_58144705__BCL2_chr18_60985877	469
CDK4_chr12_58144705__BRAF_chr7_140534469	755
CDK4_chr12_58144705__BRAF_chr7_140624501	288
CDK4_chr12_58144705__BTK_chrX_100645534	735
CDK4_chr12_58144705__CDK6_chr7_92244474	925
CDK4_chr12_58144705__CDK6_chr7_92252365	427
CDK4_chr12_58144705__CHEK1_chr11_125496644	857
CDK4_chr12_58144705__CHEK1_chr11_125496687	1068
CDK4_chr12_58144705__CHEK1_chr11_125499147	707
CDK4_chr12_58144705__CHEK2_chr22_29085137	493
CDK4_chr12_58144705__CHEK2_chr22_29130694	752
CDK4_chr12_58144705__EGFR_chr7_55209992	602
CDK4_chr12_58144705__ERBB2_chr17_37855800	681
CDK4_chr12_58144705__ERBB2_chr17_37868221	1186
CDK4_chr12_58144705__FGFR2_chr10_123298118	615
CDK4_chr12_58144705__FGFR2_chr10_123298215	232
CDK4_chr12_58144705__FGFR3_chr4_1795655	1280
CDK4_chr12_58144705__FLT3_chr13_28636172	838
CDK4_chr12_58144705__FNTA_chr8_42911471	217
CDK4_chr12_58144705__FNTA_chr8_42924781	1202
CDK4_chr12_58144705__HDAC1_chr1_32792637	667
CDK4_chr12_58144705__HDAC2_chr6_114266539	598
CDK4_chr12_58144705__HDAC2_chr6_114267214	868
CDK4_chr12_58144705__HDAC2_chr6_114292056	314
CDK4_chr12_58144705__HDAC6_chrX_48661385	639
CDK4_chr12_58144705__HDAC6_chrX_48674389	788
CDK4_chr12_58144705__HSP90AA1_chr14_102605736	829
CDK4_chr12_58144705__IGF1R_chr15_99434807	879
CDK4_chr12_58144705__JAK2_chr9_5050816	432
CDK4_chr12_58144705__KIT_chr4_55524176	438
CDK4_chr12_58144705__MAP2K1_chr15_66679721	613
CDK4_chr12_58144705__MAP2K1_chr15_66679756	782
CDK4_chr12_58144705__MET_chr7_116339123	701
CDK4_chr12_58144705__MET_chr7_116340188	769
CDK4_chr12_58144705__MET_chr7_116340207	842
CDK4_chr12_58144705__MTOR_chr1_11317010	769
CDK4_chr12_58144705__MTOR_chr1_11317149	617
CDK4_chr12_58144705__NonTargetingControlGuideForHuman0362	428
CDK4_chr12_58144705__NonTargetingControlGuideForHuman0412	1491
CDK4_chr12_58144705__PARP1_chr1_226595581	1000
CDK4_chr12_58144705__PDGFRA_chr4_55124963	923
CDK4_chr12_58144705__PDGFRA_chr4_55129914	785
CDK4_chr12_58144705__PIK3CA_chr3_178916614	925
CDK4_chr12_58144705__PIK3CA_chr3_178919070	120
CDK4_chr12_58144705__PRKDC_chr8_48686398	979
CDK4_chr12_58144705__ROR1_chr1_64240072	690
CDK4_chr12_58144705__RPS6KB1_chr17_57987922	401
CDK4_chr12_58144705__RRM2_chr2_10262728	839
CDK4_chr12_58144705__RRM2_chr2_10262940	443
CDK4_chr12_58144705__RRM2_chr2_10262957	400
CDK4_chr12_58144705__SMO_chr7_128845081	981
CDK4_chr12_58144705__SRC_chr20_36022600	1151
CDK4_chr12_58144705__TOP1_chr20_39690109	1124
CDK4_chr12_58144705__TYMS_chr18_659656	495
CDK4_chr12_58144705__VEGFA_chr6_43742077	709
CDK4_chr12_58144705__WEE1_chr11_9595845	1193
CDK4_chr12_58145497__ABL1_chr9_133738283	331
CDK4_chr12_58145497__ADA_chr20_43257696	1034
CDK4_chr12_58145497__ADA_chr20_43257769	770
CDK4_chr12_58145497__ADA_chr20_43280245	505
CDK4_chr12_58145497__ALK_chr2_29541172	480
CDK4_chr12_58145497__ALK_chr2_30143522	523
CDK4_chr12_58145497__ATM_chr11_108098402	518
CDK4_chr12_58145497__BCL2_chr18_60985877	493
CDK4_chr12_58145497__BRAF_chr7_140508787	373
CDK4_chr12_58145497__BRAF_chr7_140624501	279
CDK4_chr12_58145497__BRD4_chr19_15376361	650
CDK4_chr12_58145497__BTK_chrX_100626613	667
CDK4_chr12_58145497__BTK_chrX_100645534	805
CDK4_chr12_58145497__CDK6_chr7_92244474	387
CDK4_chr12_58145497__CDK6_chr7_92252365	375
CDK4_chr12_58145497__CHEK1_chr11_125499147	470
CDK4_chr12_58145497__CHEK2_chr22_29085137	658
CDK4_chr12_58145497__CHEK2_chr22_29090029	545
CDK4_chr12_58145497__CHEK2_chr22_29130694	704
CDK4_chr12_58145497__DHFR_chr5_79950216	701
CDK4_chr12_58145497__EGFR_chr7_55209992	721
CDK4_chr12_58145497__ERBB2_chr17_37868221	575
CDK4_chr12_58145497__ERBB2_chr17_37868292	940
CDK4_chr12_58145497__FGFR2_chr10_123298215	339
CDK4_chr12_58145497__FGFR2_chr10_123353328	439
CDK4_chr12_58145497__FGFR3_chr4_1795655	421
CDK4_chr12_58145497__FGFR3_chr4_1795736	398
CDK4_chr12_58145497__FLT3_chr13_28674643	1410
CDK4_chr12_58145497__HDAC2_chr6_114266539	640
CDK4_chr12_58145497__HDAC2_chr6_114292056	794
CDK4_chr12_58145497__HDAC6_chrX_48661385	420
CDK4_chr12_58145497__HDAC6_chrX_48674389	1091
CDK4_chr12_58145497__HSP90AA1_chr14_102551760	511
CDK4_chr12_58145497__IGF1R_chr15_99434664	993
CDK4_chr12_58145497__IGF1R_chr15_99434807	1121
CDK4_chr12_58145497__JAK2_chr9_5050721	1074
CDK4_chr12_58145497__KIT_chr4_55524164	887
CDK4_chr12_58145497__MAP2K1_chr15_66679728	420
CDK4_chr12_58145497__MET_chr7_116340207	562
CDK4_chr12_58145497__MTOR_chr1_11319459	658
CDK4_chr12_58145497__NonTargetingControlGuideForHuman0362	573
CDK4_chr12_58145497__NonTargetingControlGuideForHuman0412	952
CDK4_chr12_58145497__PARP1_chr1_226578301	533
CDK4_chr12_58145497__PARP1_chr1_226595581	433
CDK4_chr12_58145497__PDGFRA_chr4_55129914	987
CDK4_chr12_58145497__PIK3CA_chr3_178916614	507
CDK4_chr12_58145497__PIK3CA_chr3_178919167	893
CDK4_chr12_58145497__PRKDC_chr8_48686398	680
CDK4_chr12_58145497__PRKDC_chr8_48686781	715
CDK4_chr12_58145497__ROR1_chr1_64240072	326
CDK4_chr12_58145497__RPS6KB1_chr17_57970538	1036
CDK4_chr12_58145497__RRM2_chr2_10262940	683
CDK4_chr12_58145497__SMO_chr7_128828974	831
CDK4_chr12_58145497__SMO_chr7_128845081	410
CDK4_chr12_58145497__TOP1_chr20_39690055	712
CDK4_chr12_58145497__TYMS_chr18_659656	473
CDK4_chr12_58145497__VEGFA_chr6_43742108	375
CDK4_chr12_58145497__WEE1_chr11_9595462	3
CDK6_chr7_92244474__ABL1_chr9_133589790	197
CDK6_chr7_92244474__ADA_chr20_43257769	555
CDK6_chr7_92244474__ADA_chr20_43280245	434
CDK6_chr7_92244474__AKT1_chr14_105239609	618
CDK6_chr7_92244474__AKT1_chr14_105239686	685
CDK6_chr7_92244474__ALK_chr2_29541171	1035
CDK6_chr7_92244474__BCL2_chr18_60985877	415
CDK6_chr7_92244474__BRAF_chr7_140534469	1360
CDK6_chr7_92244474__BRAF_chr7_140624501	454
CDK6_chr7_92244474__BRD4_chr19_15376361	879
CDK6_chr7_92244474__BRD4_chr19_15376403	682
CDK6_chr7_92244474__BRD4_chr19_15383894	785
CDK6_chr7_92244474__CDK4_chr12_58143253	925
CDK6_chr7_92244474__CDK9_chr9_130548998	774
CDK6_chr7_92244474__CHEK1_chr11_125499147	746
CDK6_chr7_92244474__CHEK2_chr22_29130694	715
CDK6_chr7_92244474__DHFR_chr5_79949819	789
CDK6_chr7_92244474__EGFR_chr7_55086962	863
CDK6_chr7_92244474__EGFR_chr7_55209992	319
CDK6_chr7_92244474__ERBB2_chr17_37855800	124
CDK6_chr7_92244474__ERBB2_chr17_37868292	769
CDK6_chr7_92244474__FGFR2_chr10_123298118	504
CDK6_chr7_92244474__FGFR3_chr4_1795736	697
CDK6_chr7_92244474__FLT3_chr13_28636131	487
CDK6_chr7_92244474__FLT3_chr13_28636172	683
CDK6_chr7_92244474__FNTA_chr8_42911471	1528
CDK6_chr7_92244474__FNTA_chr8_42914260	493
CDK6_chr7_92244474__FNTA_chr8_42924781	251
CDK6_chr7_92244474__HDAC1_chr1_32757816	532
CDK6_chr7_92244474__HDAC1_chr1_32792601	713
CDK6_chr7_92244474__HDAC1_chr1_32792637	467
CDK6_chr7_92244474__HDAC2_chr6_114292056	678
CDK6_chr7_92244474__HDAC6_chrX_48661385	1522
CDK6_chr7_92244474__HSP90AA1_chr14_102552141	1024
CDK6_chr7_92244474__HSP90AA1_chr14_102605736	1209
CDK6_chr7_92244474__IGF1R_chr15_99434807	886
CDK6_chr7_92244474__KIT_chr4_55524164	963
CDK6_chr7_92244474__KIT_chr4_55524176	738
CDK6_chr7_92244474__MAP2K1_chr15_66679721	471
CDK6_chr7_92244474__MAP2K1_chr15_66679728	456
CDK6_chr7_92244474__MET_chr7_116339123	478
CDK6_chr7_92244474__MTOR_chr1_11317149	384
CDK6_chr7_92244474__NonTargetingControlGuideForHuman0362	1257
CDK6_chr7_92244474__NonTargetingControlGuideForHuman0412	740
CDK6_chr7_92244474__PARP1_chr1_226578301	366
CDK6_chr7_92244474__PDGFRA_chr4_55124932	283
CDK6_chr7_92244474__PIK3CA_chr3_178919167	891
CDK6_chr7_92244474__PRKDC_chr8_48686781	962
CDK6_chr7_92244474__PRKDC_chr8_48872683	1025
CDK6_chr7_92244474__ROR1_chr1_64240072	405
CDK6_chr7_92244474__ROR1_chr1_64240089	480
CDK6_chr7_92244474__RPS6KB1_chr17_57970538	732
CDK6_chr7_92244474__RRM2_chr2_10262728	972
CDK6_chr7_92244474__RRM2_chr2_10262940	648
CDK6_chr7_92244474__RRM2_chr2_10262957	621
CDK6_chr7_92244474__SRC_chr20_36022600	597
CDK6_chr7_92244474__TOP1_chr20_39657693	1182
CDK6_chr7_92244474__TOP1_chr20_39690055	482
CDK6_chr7_92244474__VEGFA_chr6_43738425	696
CDK6_chr7_92244474__VEGFA_chr6_43742108	612
CDK6_chr7_92244474__WEE1_chr11_9595542	797
CDK6_chr7_92252365__ADA_chr20_43280245	429
CDK6_chr7_92252365__ALK_chr2_29541171	660
CDK6_chr7_92252365__ALK_chr2_29541172	941
CDK6_chr7_92252365__ATM_chr11_108098390	600
CDK6_chr7_92252365__BCL2_chr18_60795945	193
CDK6_chr7_92252365__BCL2_chr18_60985877	616
CDK6_chr7_92252365__BRAF_chr7_140534469	496
CDK6_chr7_92252365__BRD4_chr19_15376361	621
CDK6_chr7_92252365__BRD4_chr19_15383894	249
CDK6_chr7_92252365__BTK_chrX_100645534	352
CDK6_chr7_92252365__CDK4_chr12_58143253	416
CDK6_chr7_92252365__CDK9_chr9_130548998	367
CDK6_chr7_92252365__CDK9_chr9_130550235	862
CDK6_chr7_92252365__CHEK2_chr22_29090029	886
CDK6_chr7_92252365__DHFR_chr5_79949819	476
CDK6_chr7_92252365__DHFR_chr5_79950217	705
CDK6_chr7_92252365__EGFR_chr7_55086962	668
CDK6_chr7_92252365__EGFR_chr7_55209986	856
CDK6_chr7_92252365__EGFR_chr7_55209992	759
CDK6_chr7_92252365__ERBB2_chr17_37855800	283
CDK6_chr7_92252365__FGFR2_chr10_123298118	221
CDK6_chr7_92252365__FLT3_chr13_28636172	428
CDK6_chr7_92252365__FLT3_chr13_28674643	414
CDK6_chr7_92252365__FNTA_chr8_42911471	487
CDK6_chr7_92252365__HDAC1_chr1_32792601	1072
CDK6_chr7_92252365__HDAC2_chr6_114266539	904
CDK6_chr7_92252365__HDAC6_chrX_48661089	592
CDK6_chr7_92252365__HSP90AA1_chr14_102551760	175
CDK6_chr7_92252365__HSP90AA1_chr14_102552141	637
CDK6_chr7_92252365__HSP90AA1_chr14_102605736	882
CDK6_chr7_92252365__IGF1R_chr15_99192824	239
CDK6_chr7_92252365__IGF1R_chr15_99434664	311
CDK6_chr7_92252365__IGF1R_chr15_99434807	716
CDK6_chr7_92252365__KIT_chr4_55524176	395
CDK6_chr7_92252365__KIT_chr4_55524229	1127
CDK6_chr7_92252365__MAP2K1_chr15_66679721	859
CDK6_chr7_92252365__MAP2K1_chr15_66679728	310
CDK6_chr7_92252365__MAP2K1_chr15_66679756	481
CDK6_chr7_92252365__MTOR_chr1_11317010	853
CDK6_chr7_92252365__MTOR_chr1_11317149	466
CDK6_chr7_92252365__MTOR_chr1_11319459	830
CDK6_chr7_92252365__NonTargetingControlGuideForHuman0352	334
CDK6_chr7_92252365__PARP1_chr1_226595581	305
CDK6_chr7_92252365__PDGFRA_chr4_55124932	578
CDK6_chr7_92252365__PIK3CA_chr3_178919070	54
CDK6_chr7_92252365__PRKDC_chr8_48686398	635
CDK6_chr7_92252365__PRKDC_chr8_48686781	478
CDK6_chr7_92252365__PRKDC_chr8_48872683	399
CDK6_chr7_92252365__ROR1_chr1_64240089	465
CDK6_chr7_92252365__RPS6KB1_chr17_57970538	316
CDK6_chr7_92252365__RPS6KB1_chr17_57987922	396
CDK6_chr7_92252365__RRM2_chr2_10262728	580
CDK6_chr7_92252365__RRM2_chr2_10262940	447
CDK6_chr7_92252365__RRM2_chr2_10262957	1004
CDK6_chr7_92252365__SMO_chr7_128845081	933
CDK6_chr7_92252365__SMO_chr7_128845117	333
CDK6_chr7_92252365__SRC_chr20_36012562	630
CDK6_chr7_92252365__SRC_chr20_36022600	696
CDK6_chr7_92252365__TYMS_chr18_657730	654
CDK6_chr7_92252365__TYMS_chr18_659665	461
CDK6_chr7_92252365__VEGFA_chr6_43738425	417
CDK6_chr7_92252365__VEGFA_chr6_43742077	296
CDK6_chr7_92252365__WEE1_chr11_9595845	966
CDK6_chr7_92462628__ABL1_chr9_133589790	313
CDK6_chr7_92462628__ABL1_chr9_133738356	356
CDK6_chr7_92462628__ADA_chr20_43257696	460
CDK6_chr7_92462628__ADA_chr20_43257769	505
CDK6_chr7_92462628__ADA_chr20_43280245	580
CDK6_chr7_92462628__ALK_chr2_29541171	683
CDK6_chr7_92462628__ALK_chr2_29541172	474
CDK6_chr7_92462628__ATM_chr11_108098350	530
CDK6_chr7_92462628__ATM_chr11_108098402	535
CDK6_chr7_92462628__BCL2_chr18_60795945	425
CDK6_chr7_92462628__BCL2_chr18_60795960	382
CDK6_chr7_92462628__BCL2_chr18_60985877	243
CDK6_chr7_92462628__BRAF_chr7_140508787	233
CDK6_chr7_92462628__BRD4_chr19_15376361	606
CDK6_chr7_92462628__BRD4_chr19_15383894	609
CDK6_chr7_92462628__BTK_chrX_100645534	264
CDK6_chr7_92462628__CDK4_chr12_58143253	715
CDK6_chr7_92462628__CDK4_chr12_58144705	509
CDK6_chr7_92462628__CDK4_chr12_58145497	525
CDK6_chr7_92462628__CDK9_chr9_130550235	888
CDK6_chr7_92462628__CHEK1_chr11_125496644	242
CDK6_chr7_92462628__CHEK1_chr11_125496687	529
CDK6_chr7_92462628__CHEK1_chr11_125499147	436
CDK6_chr7_92462628__CHEK2_chr22_29085137	432
CDK6_chr7_92462628__DHFR_chr5_79949819	263
CDK6_chr7_92462628__DHFR_chr5_79950216	430
CDK6_chr7_92462628__ERBB2_chr17_37855800	172
CDK6_chr7_92462628__ERBB2_chr17_37868292	399
CDK6_chr7_92462628__FGFR3_chr4_1795655	454
CDK6_chr7_92462628__FGFR3_chr4_1795735	516
CDK6_chr7_92462628__FGFR3_chr4_1795736	309
CDK6_chr7_92462628__FLT3_chr13_28636131	538
CDK6_chr7_92462628__HDAC1_chr1_32792601	1235
CDK6_chr7_92462628__HDAC2_chr6_114266539	406
CDK6_chr7_92462628__HDAC2_chr6_114267214	395
CDK6_chr7_92462628__HDAC2_chr6_114292056	205
CDK6_chr7_92462628__HDAC6_chrX_48661089	213
CDK6_chr7_92462628__HSP90AA1_chr14_102551760	787
CDK6_chr7_92462628__HSP90AA1_chr14_102605736	476
CDK6_chr7_92462628__IGF1R_chr15_99434664	644
CDK6_chr7_92462628__JAK2_chr9_5021970	172
CDK6_chr7_92462628__KIT_chr4_55524176	486
CDK6_chr7_92462628__MAP2K1_chr15_66679721	496
CDK6_chr7_92462628__MAP2K1_chr15_66679756	369
CDK6_chr7_92462628__MTOR_chr1_11317149	368
CDK6_chr7_92462628__NonTargetingControlGuideForHuman0352	692
CDK6_chr7_92462628__PARP1_chr1_226578249	138
CDK6_chr7_92462628__PARP1_chr1_226578301	189
CDK6_chr7_92462628__PARP1_chr1_226595581	411
CDK6_chr7_92462628__PIK3CA_chr3_178919167	180
CDK6_chr7_92462628__PRKDC_chr8_48686398	424
CDK6_chr7_92462628__PRKDC_chr8_48686781	292
CDK6_chr7_92462628__ROR1_chr1_64240072	575
CDK6_chr7_92462628__ROR1_chr1_64240089	281
CDK6_chr7_92462628__ROR1_chr1_64240143	634
CDK6_chr7_92462628__RPS6KB1_chr17_57970538	365
CDK6_chr7_92462628__RRM2_chr2_10262728	641
CDK6_chr7_92462628__RRM2_chr2_10262940	391
CDK6_chr7_92462628__RRM2_chr2_10262957	626
CDK6_chr7_92462628__SMO_chr7_128845117	316
CDK6_chr7_92462628__SRC_chr20_36012562	226
CDK6_chr7_92462628__SRC_chr20_36014563	488
CDK6_chr7_92462628__SRC_chr20_36022600	382
CDK6_chr7_92462628__TOP1_chr20_39657693	601
CDK6_chr7_92462628__TOP1_chr20_39690055	901
CDK6_chr7_92462628__TYMS_chr18_659656	616
CDK6_chr7_92462628__TYMS_chr18_659665	937
CDK6_chr7_92462628__VEGFA_chr6_43742108	308
CDK6_chr7_92462628__WEE1_chr11_9595845	435
CDK9_chr9_130548409__ABL1_chr9_133589790	479
CDK9_chr9_130548409__ADA_chr20_43257696	814
CDK9_chr9_130548409__ADA_chr20_43257769	457
CDK9_chr9_130548409__AKT1_chr14_105239609	1161
CDK9_chr9_130548409__AKT1_chr14_105239686	678
CDK9_chr9_130548409__AKT1_chr14_105258968	274
CDK9_chr9_130548409__ALK_chr2_29541172	491
CDK9_chr9_130548409__ALK_chr2_30143522	912
CDK9_chr9_130548409__ATM_chr11_108098390	748
CDK9_chr9_130548409__ATM_chr11_108098402	256
CDK9_chr9_130548409__BCL2_chr18_60795960	303
CDK9_chr9_130548409__BCL2_chr18_60985877	641
CDK9_chr9_130548409__BRAF_chr7_140508787	743
CDK9_chr9_130548409__BRAF_chr7_140624501	1014
CDK9_chr9_130548409__BRD4_chr19_15376361	705
CDK9_chr9_130548409__BTK_chrX_100626613	379
CDK9_chr9_130548409__BTK_chrX_100629565	986
CDK9_chr9_130548409__CDK4_chr12_58144705	714
CDK9_chr9_130548409__CDK4_chr12_58145497	1020
CDK9_chr9_130548409__CDK6_chr7_92244474	1052
CDK9_chr9_130548409__CDK6_chr7_92252365	979
CDK9_chr9_130548409__CDK6_chr7_92462628	463
CDK9_chr9_130548409__CHEK2_chr22_29085137	751
CDK9_chr9_130548409__CHEK2_chr22_29090029	555
CDK9_chr9_130548409__DHFR_chr5_79950216	517
CDK9_chr9_130548409__FGFR2_chr10_123298215	327
CDK9_chr9_130548409__FGFR2_chr10_123353328	642
CDK9_chr9_130548409__FGFR3_chr4_1795655	554
CDK9_chr9_130548409__FGFR3_chr4_1795736	725
CDK9_chr9_130548409__FLT3_chr13_28636131	583
CDK9_chr9_130548409__FLT3_chr13_28674643	357
CDK9_chr9_130548409__FNTA_chr8_42914260	610
CDK9_chr9_130548409__FNTA_chr8_42924781	768
CDK9_chr9_130548409__HDAC1_chr1_32757816	244
CDK9_chr9_130548409__HDAC1_chr1_32792601	932
CDK9_chr9_130548409__HDAC2_chr6_114292056	718
CDK9_chr9_130548409__HDAC6_chrX_48661089	1026
CDK9_chr9_130548409__HDAC6_chrX_48661385	562
CDK9_chr9_130548409__HSP90AA1_chr14_102551760	724
CDK9_chr9_130548409__HSP90AA1_chr14_102552141	245
CDK9_chr9_130548409__IGF1R_chr15_99434664	599
CDK9_chr9_130548409__JAK2_chr9_5021970	654
CDK9_chr9_130548409__JAK2_chr9_5050721	887
CDK9_chr9_130548409__MAP2K1_chr15_66679721	802
CDK9_chr9_130548409__MAP2K1_chr15_66679728	632
CDK9_chr9_130548409__MTOR_chr1_11317149	223
CDK9_chr9_130548409__MTOR_chr1_11319459	687
CDK9_chr9_130548409__NonTargetingControlGuideForHuman0362	612
CDK9_chr9_130548409__NonTargetingControlGuideForHuman0412	862
CDK9_chr9_130548409__PARP1_chr1_226578301	153
CDK9_chr9_130548409__PARP1_chr1_226595581	877
CDK9_chr9_130548409__PDGFRA_chr4_55124932	659
CDK9_chr9_130548409__PDGFRA_chr4_55124963	655
CDK9_chr9_130548409__PIK3CA_chr3_178919167	765
CDK9_chr9_130548409__PRKDC_chr8_48872683	669
CDK9_chr9_130548409__ROR1_chr1_64240072	874
CDK9_chr9_130548409__ROR1_chr1_64240089	572
CDK9_chr9_130548409__RPS6KB1_chr17_57970538	648
CDK9_chr9_130548409__RPS6KB1_chr17_57987949	424
CDK9_chr9_130548409__RRM2_chr2_10262940	348
CDK9_chr9_130548409__SMO_chr7_128828974	1129
CDK9_chr9_130548409__SMO_chr7_128845117	389
CDK9_chr9_130548409__SRC_chr20_36014563	516
CDK9_chr9_130548409__TOP1_chr20_39657693	558
CDK9_chr9_130548409__TOP1_chr20_39690055	867
CDK9_chr9_130548409__TYMS_chr18_657730	824
CDK9_chr9_130548409__TYMS_chr18_659665	615
CDK9_chr9_130548409__VEGFA_chr6_43742108	1028
CDK9_chr9_130548409__WEE1_chr11_9595542	583
CDK9_chr9_130548409__WEE1_chr11_9595845	1062
CDK9_chr9_130548998__ABL1_chr9_133738283	600
CDK9_chr9_130548998__ADA_chr20_43257769	326
CDK9_chr9_130548998__ADA_chr20_43280245	838
CDK9_chr9_130548998__AKT1_chr14_105258968	840
CDK9_chr9_130548998__ALK_chr2_30143522	650
CDK9_chr9_130548998__ATM_chr11_108098350	599
CDK9_chr9_130548998__ATM_chr11_108098390	584
CDK9_chr9_130548998__BCL2_chr18_60795960	653
CDK9_chr9_130548998__BCL2_chr18_60985877	891
CDK9_chr9_130548998__BTK_chrX_100629565	1283
CDK9_chr9_130548998__BTK_chrX_100645534	1208
CDK9_chr9_130548998__CDK4_chr12_58144705	449
CDK9_chr9_130548998__CDK4_chr12_58145497	562
CDK9_chr9_130548998__CDK6_chr7_92462628	525
CDK9_chr9_130548998__CHEK1_chr11_125496687	541
CDK9_chr9_130548998__EGFR_chr7_55209986	1074
CDK9_chr9_130548998__EGFR_chr7_55209992	396
CDK9_chr9_130548998__ERBB2_chr17_37855800	417
CDK9_chr9_130548998__ERBB2_chr17_37868221	936
CDK9_chr9_130548998__ERBB2_chr17_37868292	577
CDK9_chr9_130548998__FGFR2_chr10_123298118	556
CDK9_chr9_130548998__FGFR2_chr10_123353328	799
CDK9_chr9_130548998__FGFR3_chr4_1795655	872
CDK9_chr9_130548998__FGFR3_chr4_1795735	978
CDK9_chr9_130548998__FLT3_chr13_28636131	642
CDK9_chr9_130548998__FLT3_chr13_28674643	628
CDK9_chr9_130548998__HDAC2_chr6_114266539	889
CDK9_chr9_130548998__HDAC2_chr6_114292056	408
CDK9_chr9_130548998__HDAC6_chrX_48661385	1013
CDK9_chr9_130548998__HDAC6_chrX_48674389	487
CDK9_chr9_130548998__HSP90AA1_chr14_102551760	527
CDK9_chr9_130548998__HSP90AA1_chr14_102552141	497
CDK9_chr9_130548998__IGF1R_chr15_99434664	670
CDK9_chr9_130548998__IGF1R_chr15_99434807	652
CDK9_chr9_130548998__JAK2_chr9_5050816	472
CDK9_chr9_130548998__KIT_chr4_55524164	972
CDK9_chr9_130548998__KIT_chr4_55524176	533
CDK9_chr9_130548998__MAP2K1_chr15_66679721	1644
CDK9_chr9_130548998__MET_chr7_116339123	611
CDK9_chr9_130548998__MET_chr7_116340207	1053
CDK9_chr9_130548998__MTOR_chr1_11319459	1349
CDK9_chr9_130548998__NonTargetingControlGuideForHuman0362	1294
