pA_pB	fc	sdfc
AKT1_chr14_105258968_BRCA2_chr13_32912006	-0.136291827203021	0.113935465222804
ALK_chr2_29541172_BRCA2_chr13_32912006	0.021186147386944	0.0435546890069747
ALK_chr2_30143522_BRCA2_chr13_32912006	-0.099347459876426	0.0740440142324518
APC_chr5_112043408_BRCA2_chr13_32912006	-0.0512387944111641	0.0616844707822636
APC_chr5_112102023_BRCA2_chr13_32912006	-0.00203190781658584	0.0689312082970814
ARID1A_chr1_27022876_BRCA2_chr13_32912006	-0.0274796700720092	0.0468745351247215
ARID1A_chr1_27056288_BRCA2_chr13_32912006	-0.0319146132015838	0.0594245316366311
ARID2_chr12_46123614_BRCA2_chr13_32912006	-0.0517650539892587	0.064835588036119
ATM_chr11_108098390_BRCA2_chr13_32912006	0.0184977657634369	0.0477279952230038
ATM_chr11_108098402_BRCA2_chr13_32912006	-0.113381710825948	0.0608469156142206
BCL2_chr18_60795945_BRCA2_chr13_32912006	-0.0421673825251236	0.04459636449238
BRAF_chr7_140508787_BRCA2_chr13_32912006	-0.00926759961244644	0.0254447514859922
BRCA1_chr17_41276018_BRCA2_chr13_32912006	-0.0583939704334727	0.0230926848602556
BRCA2_chr13_32912006_BRD4_chr19_15376361	-0.0658826039175032	0.00967449232834942
BRCA2_chr13_32912006_BRD4_chr19_15376403	-0.0135216951920857	0.0257847443964125
BRCA2_chr13_32912006_BRD4_chr19_15383894	-0.0433862349349478	0.0964166515693448
BRCA2_chr13_32912006_BTK_chrX_100629565	-0.0508851007548783	0.0763336727094627
BRCA2_chr13_32912006_CASP8_chr2_202134297	-0.00380233383703715	0.0277127939742237
BRCA2_chr13_32912006_CDH1_chr16_68771300	-0.0721973078114706	0.0542752435312701
BRCA2_chr13_32912006_CDH1_chr16_68772255	0.0374823750184664	0.0386304308069117
BRCA2_chr13_32912006_CDK4_chr12_58144705	-0.0337798452537698	0.0610513582388606
BRCA2_chr13_32912006_CDK6_chr7_92244474	-0.00462669481732288	0.0488903779018595
BRCA2_chr13_32912006_CDK9_chr9_130548409	-0.00851508960233289	0.0254564441550858
BRCA2_chr13_32912006_CDK9_chr9_130548998	0.0904360527829587	0.0272726973553852
BRCA2_chr13_32912006_CDK9_chr9_130550235	-0.0277759369278375	0.0536391792454288
BRCA2_chr13_32912006_CDKN1B_chr12_12870777	-0.0380433597142697	0.108324255491277
BRCA2_chr13_32912006_CDKN2A_chr9_21994327	-0.0588513777199103	0.0400727854282156
BRCA2_chr13_32912006_CHEK1_chr11_125496687	-0.102002192834177	0.109330575621052
BRCA2_chr13_32912006_CHEK1_chr11_125499147	-0.0396780873369832	0.0226337534213125
BRCA2_chr13_32912006_CHEK2_chr22_29085137	-0.091958786713497	0.0756916093988185
BRCA2_chr13_32912006_CHEK2_chr22_29130694	0.0254530315136992	0.0692781607088549
BRCA2_chr13_32912006_DHFR_chr5_79950216	-0.0206452539957896	0.0266295827140362
BRCA2_chr13_32912006_DHFR_chr5_79950217	-0.0980957258005916	0.0661661852190805
BRCA2_chr13_32912006_EGFR_chr7_55086962	-0.117235586691702	0.0872434990683112
BRCA2_chr13_32912006_EGFR_chr7_55209992	-0.00731356196393372	0.100439718979625
BRCA2_chr13_32912006_ERBB2_chr17_37855800	-0.0282002461341335	0.0949849231569334
BRCA2_chr13_32912006_ERBB2_chr17_37868221	-0.0460419769360899	0.0594507628931864
BRCA2_chr13_32912006_FGFR2_chr10_123298118	-0.0132911337222688	0.127344325406142
BRCA2_chr13_32912006_FGFR2_chr10_123298215	-0.0382234071017633	0.0333392265952401
BRCA2_chr13_32912006_FLT3_chr13_28636172	-0.0591781513091883	0.10006945290689
BRCA2_chr13_32912006_FLT3_chr13_28674643	-0.101944612409029	0.0838852464627571
BRCA2_chr13_32912006_FNTA_chr8_42911471	-0.0650934546290688	0.0644007072777964
BRCA2_chr13_32912006_FNTA_chr8_42914260	0.00456489259986952	0.062523627347738
BRCA2_chr13_32912006_FNTA_chr8_42924781	-0.0206501865409935	0.0372694989459343
BRCA2_chr13_32912006_GATA3_chr10_8097612	-0.0663781544083568	0.045836985008414
BRCA2_chr13_32912006_HDAC1_chr1_32757816	-0.0203230217893526	0.0313392032222028
BRCA2_chr13_32912006_HDAC1_chr1_32792601	-0.187565562164113	0.0784639577859168
BRCA2_chr13_32912006_HDAC1_chr1_32792637	-0.000807478519275944	0.0372928856201761
BRCA2_chr13_32912006_HDAC2_chr6_114267214	-0.033673614621426	0.118559783398554
BRCA2_chr13_32912006_HDAC2_chr6_114292056	-0.0563450574870856	0.0305447841779976
BRCA2_chr13_32912006_HDAC6_chrX_48661385	-0.0709819081841513	0.0928371821836669
BRCA2_chr13_32912006_HDAC6_chrX_48674389	-0.0883400379325042	0.123995925924805
BRCA2_chr13_32912006_HSP90AA1_chr14_102605736	-0.033018485889118	0.0630524520389895
BRCA2_chr13_32912006_IGF1R_chr15_99192824	-0.0240615842756489	0.0539418942899881
BRCA2_chr13_32912006_IGF1R_chr15_99434807	-0.0153210720829673	0.0750493267223553
BRCA2_chr13_32912006_JAK2_chr9_5021970	-0.0117668171164154	0.104827682924646
BRCA2_chr13_32912006_KDM5C_chrX_53241022	-0.00480590400346514	0.0290498761188305
BRCA2_chr13_32912006_KDM6A_chrX_44732838	-0.120194662001756	0.0618388057890954
BRCA2_chr13_32912006_KDM6A_chrX_44820616	0.057602445342195	0.0516427552907843
BRCA2_chr13_32912006_KIT_chr4_55524164	-0.0386011551039774	0.064116337556657
BRCA2_chr13_32912006_KIT_chr4_55524176	0.0405034894676055	0.0758238112300155
BRCA2_chr13_32912006_MAP2K1_chr15_66679721	-0.0338957077824053	0.0295372703727472
BRCA2_chr13_32912006_MAP2K1_chr15_66679728	-0.0692746476576959	0.0513796512839412
BRCA2_chr13_32912006_MAP2K1_chr15_66679756	0.038767298559456	0.0387709598428981
BRCA2_chr13_32912006_MAP3K1_chr5_56152485	-0.0648077737653122	0.0731961052178425
BRCA2_chr13_32912006_MET_chr7_116340188	-0.0486768135413602	0.110280737137763
BRCA2_chr13_32912006_MLH1_chr3_37035029	-0.0171718844811811	0.076098242640082
BRCA2_chr13_32912006_MLH1_chr3_37038179	-0.0973349054630788	0.0404346221788299
BRCA2_chr13_32912006_MSH6_chr2_48018111	-0.0873536072343122	0.0400907994437286
BRCA2_chr13_32912006_MSH6_chr2_48018154	-0.0814705822793978	0.0307384287935124
BRCA2_chr13_32912006_MTOR_chr1_11317010	-0.0178021533739365	0.0362301545545194
BRCA2_chr13_32912006_MTOR_chr1_11319459	-0.0837695054585728	0.0657220701648656
0NonTargetingControlGuideForHuman0362_BRCA2_chr13_32912006	-0.0191015918249667	0.0573724354288364
0NonTargetingControlGuideForHuman0412_BRCA2_chr13_32912006	-0.0513506397518172	0.0951965015763538
BRCA2_chr13_32912006_PARP1_chr1_226595581	-0.0192360420981826	0.0651183853098542
BRCA2_chr13_32912006_PBRM1_chr3_52696257	-0.0791874790102594	0.0841290921406437
BRCA2_chr13_32912006_PBRM1_chr3_52702516	-0.132640260385435	0.068740189391746
BRCA2_chr13_32912006_PBRM1_chr3_52713723	-0.121193557380896	0.0412387628022384
BRCA2_chr13_32912006_PDGFRA_chr4_55129914	-0.0332522859961679	0.0499644602730599
BRCA2_chr13_32912006_PIK3CA_chr3_178919070	-0.0580049866998034	0.118011529272005
BRCA2_chr13_32912006_PIK3CA_chr3_178919167	-0.0625067729778246	0.0579192679953087
BRCA2_chr13_32912006_PRKDC_chr8_48686398	-0.0409025247324402	0.0285046120423203
BRCA2_chr13_32912006_PRKDC_chr8_48686781	-0.0543456298672539	0.036360763773451
BRCA2_chr13_32912006_PRKDC_chr8_48872683	-0.0858185839934255	0.0931713895346452
BRCA2_chr13_32912006_PTEN_chr10_89685297	-0.076563711364736	0.0713654271029269
BRCA2_chr13_32912006_RB1_chr13_48934148	0.000945085785427024	0.0707380055388862
BRCA2_chr13_32912006_ROR1_chr1_64240089	-0.0164970432831352	0.0468024076964669
BRCA2_chr13_32912006_RPS6KB1_chr17_57987949	-0.0240871427826819	0.0549207798823132
BRCA2_chr13_32912006_RRM2_chr2_10262957	-0.0220240463781391	0.0500124375316909
BRCA2_chr13_32912006_RUNX1_chr21_36252860	0.0948890440581376	0.060596913111134
BRCA2_chr13_32912006_RUNX1_chr21_36421144	-0.0715341725658077	0.0400341033570456
BRCA2_chr13_32912006_SETD2_chr3_47142972	-0.0831037932045346	0.0374270685195831
BRCA2_chr13_32912006_SMAD4_chr18_48573460	-0.0465677612597394	0.0498942435066265
BRCA2_chr13_32912006_SMAD4_chr18_48586241	-0.0776654098963363	0.0514317641291479
BRCA2_chr13_32912006_SMARCA4_chr19_11094819	-0.0176458123003051	0.0790880518663582
BRCA2_chr13_32912006_SMARCA4_chr19_11094851	-0.0593677583792857	0.0395571540336379
BRCA2_chr13_32912006_SMARCA4_chr19_11095011	-0.0122985106034462	0.0466485745982417
BRCA2_chr13_32912006_SMO_chr7_128828974	-0.0969443247888329	0.0658069369138027
BRCA2_chr13_32912006_SMO_chr7_128845081	-0.0995522552809081	0.0631909973894229
BRCA2_chr13_32912006_SMO_chr7_128845117	-0.0399752435213576	0.0600776520059734
BRCA2_chr13_32912006_SRC_chr20_36012562	-0.0508259366898707	0.119289348890844
BRCA2_chr13_32912006_SRC_chr20_36022600	0.0148150304450521	0.0372157928940239
BRCA2_chr13_32912006_TOP1_chr20_39690055	-0.06639901248209	0.093378922334555
BRCA2_chr13_32912006_TSC1_chr9_135804256	0.0123293951148961	0.108898949553395
BRCA2_chr13_32912006_TYMS_chr18_659665	0.000740712625547139	0.061237050036121
BRCA2_chr13_32912006_VEGFA_chr6_43742108	-0.124558698382165	0.0555508293065681
BRCA2_chr13_32912006_VHL_chr3_10183518	0.00182450428781278	0.0640585322589063
ABL1_chr9_133589790_BRCA2_chr13_32914228	-0.0881440137511548	0.139612964617536
ABL1_chr9_133738356_BRCA2_chr13_32914228	-0.00173206017242848	0.0412993110412269
ADA_chr20_43280245_BRCA2_chr13_32914228	-0.00709752161074037	0.117080364972577
AKT1_chr14_105239686_BRCA2_chr13_32914228	-0.0446573672658412	0.0281870083610665
ALK_chr2_29541171_BRCA2_chr13_32914228	-0.0802686333798458	0.0790059488660507
ALK_chr2_29541172_BRCA2_chr13_32914228	0.00525649015769075	0.0771789289851354
APC_chr5_112102933_BRCA2_chr13_32914228	0.0307568740256821	0.0523033773178227
ARID1A_chr1_27056288_BRCA2_chr13_32914228	-0.0820694844818876	0.0262172569877241
ARID2_chr12_46205318_BRCA2_chr13_32914228	-0.0328424824928334	0.0939800258694479
ATM_chr11_108098350_BRCA2_chr13_32914228	0.00323869052642106	0.0759652478507306
BCL2_chr18_60795945_BRCA2_chr13_32914228	0.0133288162320978	0.11732518545382
BRAF_chr7_140508787_BRCA2_chr13_32914228	-0.0568633481685484	0.0442659561885455
BRAF_chr7_140624501_BRCA2_chr13_32914228	-0.0661225940748348	0.127235847860162
BRCA1_chr17_41276018_BRCA2_chr13_32914228	-0.0130817214200609	0.0528401104640896
BRCA2_chr13_32914228_BRD4_chr19_15383894	-0.0565518127060664	0.126440866019801
BRCA2_chr13_32914228_BTK_chrX_100629565	-0.125103201788854	0.0550163292376581
BRCA2_chr13_32914228_BTK_chrX_100645534	0.0148120512737396	0.0219131211630902
BRCA2_chr13_32914228_CASP8_chr2_202123033	-0.0609465084093686	0.020000896517638
BRCA2_chr13_32914228_CASP8_chr2_202131404	-0.0713973519094722	0.0626385857736593
BRCA2_chr13_32914228_CDH1_chr16_68771300	-0.0717752245577453	0.137450380580358
BRCA2_chr13_32914228_CDK9_chr9_130550235	-0.0771667353210274	0.108822566675791
BRCA2_chr13_32914228_CDKN1B_chr12_12870777	-0.0195128082448151	0.0709742890804269
BRCA2_chr13_32914228_CDKN1B_chr12_12870931	0.0334012625306357	0.0551537113934795
BRCA2_chr13_32914228_CDKN2A_chr9_21968726	-0.0101417259725436	0.0509483700744413
BRCA2_chr13_32914228_CDKN2A_chr9_21994327	-0.0637399629992405	0.0683051314723326
BRCA2_chr13_32914228_CHEK2_chr22_29090029	0.0306090463464376	0.0946465031126349
BRCA2_chr13_32914228_CHEK2_chr22_29130694	-0.0509746493085289	0.0828851731843424
BRCA2_chr13_32914228_DHFR_chr5_79949819	-0.0420048285046708	0.0477721342921994
BRCA2_chr13_32914228_DHFR_chr5_79950216	-0.0570179713414002	0.0701732164014439
BRCA2_chr13_32914228_DHFR_chr5_79950217	-0.0222474211601881	0.033337982002906
BRCA2_chr13_32914228_EGFR_chr7_55086962	-0.0694523904880579	0.0667658913313047
BRCA2_chr13_32914228_EGFR_chr7_55209986	-0.107575770551423	0.111382106478216
BRCA2_chr13_32914228_EGFR_chr7_55209992	-0.0605180262748474	0.0432705239615525
BRCA2_chr13_32914228_ERBB2_chr17_37868292	0.0249712595302136	0.044943205257446
BRCA2_chr13_32914228_FGFR2_chr10_123353328	-0.0267685870103711	0.0935999699829074
BRCA2_chr13_32914228_FGFR3_chr4_1795736	-0.0286866454945786	0.0785615142062514
BRCA2_chr13_32914228_FNTA_chr8_42911471	-0.117857922049021	0.0642014598922201
BRCA2_chr13_32914228_FNTA_chr8_42914260	-0.0940847619627053	0.117402205192172
BRCA2_chr13_32914228_FNTA_chr8_42924781	0.0159003833896565	0.0438463955023335
BRCA2_chr13_32914228_GATA3_chr10_8097612	-0.00631040843171223	0.0491004440245902
BRCA2_chr13_32914228_GATA3_chr10_8097722	-0.0599953455546617	0.0533625964898751
BRCA2_chr13_32914228_HDAC1_chr1_32792601	-0.0504183477962578	0.0681319431916188
BRCA2_chr13_32914228_HDAC1_chr1_32792637	0.0439045572243179	0.0649548525100492
BRCA2_chr13_32914228_HDAC2_chr6_114267214	0.0120820835964001	0.0252411423436571
BRCA2_chr13_32914228_HDAC2_chr6_114292056	-0.0923130309738936	0.0769755955921846
BRCA2_chr13_32914228_HSP90AA1_chr14_102552141	-0.00802672969658647	0.0456206002268076
BRCA2_chr13_32914228_HSP90AA1_chr14_102605736	0.0225970728819667	0.0709501256712508
BRCA2_chr13_32914228_IGF1R_chr15_99192824	-0.0875151260866578	0.0874870547565689
BRCA2_chr13_32914228_JAK2_chr9_5021970	-0.0615070090312118	0.0796182753592951
BRCA2_chr13_32914228_JAK2_chr9_5050721	-0.0399926863338465	0.0530001730417364
BRCA2_chr13_32914228_JAK2_chr9_5050816	-0.00299302693437713	0.0536583470542653
BRCA2_chr13_32914228_KDM5C_chrX_53254068	-0.0493029262989176	0.0852111547008264
BRCA2_chr13_32914228_KIT_chr4_55524229	-0.112058094170168	0.0515741541250245
BRCA2_chr13_32914228_MAP2K1_chr15_66679721	0.0557898989226911	0.0473280312580875
BRCA2_chr13_32914228_MAP2K1_chr15_66679728	-0.0424202599424718	0.0761833821064295
BRCA2_chr13_32914228_MAP3K1_chr5_56152466	-0.06899816209136	0.0538626383437238
BRCA2_chr13_32914228_MAP3K1_chr5_56152485	0.0755757537857122	0.0451021845223185
BRCA2_chr13_32914228_MET_chr7_116339123	-0.150107186162651	0.0363750154033887
BRCA2_chr13_32914228_MET_chr7_116340188	0.0882225892954081	0.0370708740492569
BRCA2_chr13_32914228_MSH6_chr2_48010356	-0.0763353365610989	0.0640064025064712
BRCA2_chr13_32914228_MSH6_chr2_48018111	-0.0533310138266779	0.0396522493799567
BRCA2_chr13_32914228_MTOR_chr1_11317149	-0.0805360706887209	0.0723420308003162
BRCA2_chr13_32914228_MTOR_chr1_11319459	-0.132024825568343	0.0171317298877557
BRCA2_chr13_32914228_NF1_chr17_29422308	-0.037783073571965	0.0192976141982245
BRCA2_chr13_32914228_NF1_chr17_29483038	-0.0268864634956531	0.0495566959079835
0NonTargetingControlGuideForHuman0352_BRCA2_chr13_32914228	0.0385466635014485	0.0380645211774043
BRCA2_chr13_32914228_PARP1_chr1_226578249	-0.139963842061065	0.0908309541915155
BRCA2_chr13_32914228_PARP1_chr1_226578301	-0.0997719808063843	0.0443570888395316
BRCA2_chr13_32914228_PARP1_chr1_226595581	-0.0374843931888845	0.0693290144078225
BRCA2_chr13_32914228_PBRM1_chr3_52696257	0.0537414580206876	0.071374562189674
BRCA2_chr13_32914228_PBRM1_chr3_52713723	-0.0441517538896199	0.122185890196506
BRCA2_chr13_32914228_PDGFRA_chr4_55124932	-0.0335262878967673	0.0293575754489637
BRCA2_chr13_32914228_PDGFRA_chr4_55124963	-0.0653638580202223	0.048625630007262
BRCA2_chr13_32914228_PIK3CA_chr3_178916614	-0.0193977096800329	0.0465339434479559
BRCA2_chr13_32914228_PIK3CA_chr3_178919167	0.0499733756051099	0.0600581755980645
BRCA2_chr13_32914228_PIK3R1_chr5_67522521	-0.0491649557520607	0.0534538493889817
BRCA2_chr13_32914228_PRKDC_chr8_48686398	-0.0516629765939727	0.0708054936692256
BRCA2_chr13_32914228_PTEN_chr10_89653786	-0.0335917775582909	0.0551537113934795
BRCA2_chr13_32914228_PTEN_chr10_89711868	-0.0455669859501405	0.0857020594156732
BRCA2_chr13_32914228_RB1_chr13_48936969	-0.0347114459320906	0.052904161025943
BRCA2_chr13_32914228_ROR1_chr1_64240089	-0.0836005489260273	0.0623926755807465
BRCA2_chr13_32914228_ROR1_chr1_64240143	0.0357773998249401	0.0580330703060948
BRCA2_chr13_32914228_RPS6KB1_chr17_57987949	-0.0584732789138562	0.0572074612794437
BRCA2_chr13_32914228_RRM2_chr2_10262940	-0.0663975518473398	0.0432751749335751
BRCA2_chr13_32914228_RRM2_chr2_10262957	-0.0955125092754275	0.0505177528136634
BRCA2_chr13_32914228_RUNX1_chr21_36252902	-0.0148171941439985	0.0696195122673652
BRCA2_chr13_32914228_RUNX1_chr21_36421144	-3.33638743247201e-05	0.0521517039917721
BRCA2_chr13_32914228_SETD2_chr3_47142951	-0.0227019227664735	0.0525919762369616
BRCA2_chr13_32914228_SETD2_chr3_47142972	-0.0769564145562479	0.0330841652095856
BRCA2_chr13_32914228_SMAD4_chr18_48573460	-0.0285029578194837	0.0636844027527894
BRCA2_chr13_32914228_SMAD4_chr18_48586241	-0.0161404509433951	0.0379087491564923
BRCA2_chr13_32914228_SMARCA4_chr19_11094819	0.0350606977376006	0.0541734554128526
BRCA2_chr13_32914228_SMARCA4_chr19_11094851	0.0374623847109912	0.0943694752932587
BRCA2_chr13_32914228_SMARCB1_chr22_24129339	-0.0504948042065746	0.0830558318720008
BRCA2_chr13_32914228_SMARCB1_chr22_24133993	-0.0449520572084609	0.0969409347595797
BRCA2_chr13_32914228_SMO_chr7_128828974	-0.0296605309514639	0.0727104493748199
BRCA2_chr13_32914228_SMO_chr7_128845081	-0.082036537557763	0.128891277215078
BRCA2_chr13_32914228_SRC_chr20_36012562	-0.00247280209749489	0.0749711213601025
BRCA2_chr13_32914228_SRC_chr20_36014563	-0.0349989852227219	0.0498855653932804
BRCA2_chr13_32914228_TOP1_chr20_39657693	-0.0409722101017365	0.116054833493705
BRCA2_chr13_32914228_TOP1_chr20_39690055	-0.0805803076831222	0.0826505834997565
BRCA2_chr13_32914228_TOP1_chr20_39690109	-0.118580173824516	0.0841559551052633
BRCA2_chr13_32914228_TP53_chr17_7577537	-0.0885907282815107	0.0368510614023784
BRCA2_chr13_32914228_TP53_chr17_7578373	0.052107805692547	0.147257526622145
BRCA2_chr13_32914228_TSC1_chr9_135796796	-0.0382861696096859	0.0398045681485028
BRCA2_chr13_32914228_TSC1_chr9_135804256	-0.0018981975825872	0.018351660127655
BRCA2_chr13_32914228_TYMS_chr18_659656	0.0711373362601054	0.0458083438762565
BRCA2_chr13_32914228_VHL_chr3_10183773	-0.00654239279365608	0.0655429052766212
BRCA2_chr13_32914228_WEE1_chr11_9595845	-0.0400119228293962	0.0951503230362969
ABL1_chr9_133738283_BRD4_chr19_15376361	0.00226029603918311	0.0449857127526612
ADA_chr20_43257769_BRD4_chr19_15376361	-0.0576882465568468	0.122578923656255
AKT1_chr14_105239609_BRD4_chr19_15376361	-0.0151676312281582	0.0999626344506312
ALK_chr2_30143522_BRD4_chr19_15376361	-0.0214770357769074	0.0402262040369208
APC_chr5_112043408_BRD4_chr19_15376361	-0.0898777549965961	0.109915643386772
APC_chr5_112102023_BRD4_chr19_15376361	-0.072235396035141	0.0901996112444551
APC_chr5_112102933_BRD4_chr19_15376361	-0.0349328619815925	0.071162091886716
ARID1A_chr1_27056288_BRD4_chr19_15376361	0.00944594813661818	0.0985101558926373
ARID2_chr12_46123614_BRD4_chr19_15376361	-0.00430446512252624	0.0337062235873786
ARID2_chr12_46205318_BRD4_chr19_15376361	-0.0244304368929867	0.058461893340048
ATM_chr11_108098390_BRD4_chr19_15376361	0.015162619405224	0.0383996263017727
ATM_chr11_108098402_BRD4_chr19_15376361	0.00639416406372605	0.0970047407710212
BCL2_chr18_60795945_BRD4_chr19_15376361	-0.0312532381710203	0.0513199818076602
BCL2_chr18_60795960_BRD4_chr19_15376361	0.000247029946846429	0.0304247021511962
BCL2_chr18_60985877_BRD4_chr19_15376361	-0.0368763164632869	0.0403621566635403
BRAF_chr7_140508787_BRD4_chr19_15376361	-0.135711517686887	0.0716101467073142
BRCA1_chr17_41256141_BRD4_chr19_15376361	-0.0460895582700516	0.0413141571546129
BRCA1_chr17_41267735_BRD4_chr19_15376361	-0.0569639528686777	0.0224027223221934
BRCA2_chr13_32914228_BRD4_chr19_15376361	0.0405118647619104	0.0416952028994766
BRD4_chr19_15376361_BTK_chrX_100626613	-0.0935912729101326	0.0710127642617714
BRD4_chr19_15376361_CASP8_chr2_202134297	0.00171645852157442	0.0572433370683345
BRD4_chr19_15376361_CDH1_chr16_68772255	0.0570897070956866	0.0743085169710218
BRD4_chr19_15376361_CDK4_chr12_58143253	-0.107953622982179	0.0724799840995391
BRD4_chr19_15376361_CDK4_chr12_58144705	-0.0666688480677338	0.0529955689732974
BRD4_chr19_15376361_CDK9_chr9_130548998	-0.142281856616325	0.0955222417844897
BRD4_chr19_15376361_CDK9_chr9_130550235	-0.114306717847357	0.0676335854810492
BRD4_chr19_15376361_CDKN1B_chr12_12871196	-0.0981608506240286	0.0866791215003486
BRD4_chr19_15376361_CDKN2A_chr9_21968726	-0.0675325424119678	0.0308661788649268
BRD4_chr19_15376361_CDKN2A_chr9_21971100	-0.0311949459028837	0.0226321869011877
BRD4_chr19_15376361_CDKN2A_chr9_21994327	-0.0926974803353482	0.0708882481261163
BRD4_chr19_15376361_CHEK1_chr11_125496644	-0.0576151702561705	0.0500717068580961
BRD4_chr19_15376361_CHEK2_chr22_29090029	-0.197152699602266	0.0551537113934795
BRD4_chr19_15376361_CHEK2_chr22_29130694	-0.00917240926558981	0.0376183818076276
BRD4_chr19_15376361_DHFR_chr5_79950216	-0.0497405162939892	0.0389209035998027
BRD4_chr19_15376361_DHFR_chr5_79950217	-0.0533542004958867	0.0650531207185916
BRD4_chr19_15376361_EGFR_chr7_55209986	-0.0762012399659613	0.0400385648393495
BRD4_chr19_15376361_EGFR_chr7_55209992	-0.134526642005819	0.0630090901306847
BRD4_chr19_15376361_ERBB2_chr17_37868221	-0.037422755336066	0.0398979590591566
BRD4_chr19_15376361_FGFR2_chr10_123298118	-0.0229905115876687	0.0271932388352765
BRD4_chr19_15376361_FGFR2_chr10_123298215	-0.00308097795236539	0.0766498268756939
BRD4_chr19_15376361_FGFR2_chr10_123353328	-0.0401091143618411	0.0757875734328655
BRD4_chr19_15376361_FGFR3_chr4_1795655	-0.145704563474517	0.0679495265634862
BRD4_chr19_15376361_FGFR3_chr4_1795735	-0.029213336192688	0.0278829048680285
BRD4_chr19_15376361_FGFR3_chr4_1795736	-0.0802040836367209	0.0439140130674433
BRD4_chr19_15376361_FLT3_chr13_28636131	0.00690349067710615	0.0640987613581588
BRD4_chr19_15376361_GATA3_chr10_8097612	-0.0506220177567417	0.0330293140273673
BRD4_chr19_15376361_GATA3_chr10_8097722	-0.0651756884687101	0.0961338322117879
BRD4_chr19_15376361_HDAC1_chr1_32792601	-0.0178406754709631	0.0742226353384551
BRD4_chr19_15376361_HDAC2_chr6_114266539	-0.0143988752207831	0.125306600089078
BRD4_chr19_15376361_HDAC2_chr6_114267214	-0.121854197213359	0.0910944369036812
BRD4_chr19_15376361_HDAC6_chrX_48661385	-0.0175916442045596	0.0715172852715121
BRD4_chr19_15376361_HDAC6_chrX_48674389	-0.0400289690384767	0.0491252461303809
BRD4_chr19_15376361_HSP90AA1_chr14_102551760	-0.0758540451945826	0.100059830095377
BRD4_chr19_15376361_HSP90AA1_chr14_102552141	-0.13206606511812	0.0425867478502042
BRD4_chr19_15376361_IGF1R_chr15_99434664	-0.0369765422637763	0.0220327668627525
BRD4_chr19_15376361_JAK2_chr9_5021970	-0.100805191348424	0.0566248792167335
BRD4_chr19_15376361_JAK2_chr9_5050816	-0.0747290361193639	0.0472010529375532
BRD4_chr19_15376361_KDM5C_chrX_53241022	-0.0252940118979882	0.0479418244809759
BRD4_chr19_15376361_KDM6A_chrX_44820615	-0.0413306674216806	0.10590878420226
BRD4_chr19_15376361_KDM6A_chrX_44820616	-0.0645294434222517	0.0316213712994615
BRD4_chr19_15376361_KIT_chr4_55524164	-0.066526033619442	0.0364316040246278
BRD4_chr19_15376361_KMT2D_chr12_49448168	-0.0194534152383893	0.0360089576817059
BRD4_chr19_15376361_MAP2K1_chr15_66679721	-0.0277600056541217	0.0616073481231823
BRD4_chr19_15376361_MAP2K1_chr15_66679728	0.0152275824767303	0.0420291952048813
BRD4_chr19_15376361_MAP3K1_chr5_56111382	0.000976688737506691	0.088194415992176
BRD4_chr19_15376361_MSH6_chr2_48018111	-0.0215477717921133	0.0447861708894616
BRD4_chr19_15376361_MSH6_chr2_48018154	-0.0267633704522033	0.0142162382304753
BRD4_chr19_15376361_MTOR_chr1_11319459	-0.0457493379787602	0.024417426919845
BRD4_chr19_15376361_NF1_chr17_29422308	-0.0703707994479323	0.0356951762801765
0NonTargetingControlGuideForHuman0362_BRD4_chr19_15376361	-0.0772137070369561	0.0859930321964904
0NonTargetingControlGuideForHuman0412_BRD4_chr19_15376361	-0.033764637602807	0.0317010849130631
BRD4_chr19_15376361_PARP1_chr1_226578249	-0.0328517240160526	0.0726851039778707
BRD4_chr19_15376361_PARP1_chr1_226578301	-0.0761939040885305	0.0596135904823629
BRD4_chr19_15376361_PARP1_chr1_226595581	-0.00536302267353885	0.0274279667604257
BRD4_chr19_15376361_PBRM1_chr3_52702516	-0.0614278282003276	0.0362481287125265
BRD4_chr19_15376361_PBRM1_chr3_52713723	-0.112830955311818	0.0906343644785682
BRD4_chr19_15376361_PDGFRA_chr4_55124932	-0.0917470405924351	0.0461533331842256
BRD4_chr19_15376361_PDGFRA_chr4_55129914	-0.02929437827846	0.0252541578667023
BRD4_chr19_15376361_PIK3CA_chr3_178916614	0.0255655742389872	0.107762091683921
BRD4_chr19_15376361_PIK3R1_chr5_67576410	-0.0267030025583477	0.0535059527371028
BRD4_chr19_15376361_PRKDC_chr8_48686398	-0.101416898059457	0.047583604906653
BRD4_chr19_15376361_PTEN_chr10_89685297	-0.0357526742635919	0.023936498805888
BRD4_chr19_15376361_PTEN_chr10_89711868	-0.0826377068863954	0.12310839043722
BRD4_chr19_15376361_RB1_chr13_48934148	0.0081785384570223	0.0978234428311231
BRD4_chr19_15376361_ROR1_chr1_64240089	-0.0588604892101087	0.112573725720641
BRD4_chr19_15376361_ROR1_chr1_64240143	-0.0663429592108001	0.084210119595537
BRD4_chr19_15376361_RPS6KB1_chr17_57970538	-0.107768082360766	0.0907117477643755
BRD4_chr19_15376361_RPS6KB1_chr17_57987922	-0.209042320037936	0.0273429957763452
BRD4_chr19_15376361_RRM2_chr2_10262728	-0.0723868610385571	0.106946405253205
BRD4_chr19_15376361_RRM2_chr2_10262940	-0.25322384037826	0.139177089617906
